state_id,policy_id,n_evac_vehicles,n_evac_arrived,arrival_rate,tt_mean,tt_median,tt_p90,tt_max,tt_min,depart_mean,arrive_mean,arrive_p90,links_mean,links_p90,maxseq_mean,maxseq_p90,src_file,state_variant_sum,state_variant_mean,state_variant_std,state_variant_max,state_variant_min,policy_family,policy_note,policy_shelter0,policy_shelter1,policy_shelter2,policy_shelter3,policy_shelter4,policy_shelter5,policy_sum,policy_min,policy_max,alloc_shelter_0_veh,alloc_shelter_1_veh,alloc_shelter_2_veh,alloc_shelter_3_veh,alloc_shelter_4_veh,alloc_shelter_5_veh,alloc_shelter_entropy,alloc_shelter_gini,alloc_shelter_max_share,alloc_total_assigned,alloc_zone_mean,alloc_zone_std,alloc_zone_max,alloc_zone_min,total_assigned,dist_to_assigned_shelter_mean,dist_to_shelter0_mean,dist_to_shelter1_mean,dist_to_shelter2_mean,dist_to_shelter3_mean,dist_to_shelter4_mean,dist_to_shelter5_mean,state_zone0_alloc,state_zone1_alloc,state_zone2_alloc,state_zone3_alloc,state_zone4_alloc,state_zone5_alloc,state_zone6_alloc,state_zone7_alloc,state_zone8_alloc,state_zone9_alloc,state_zone10_alloc,state_zone11_alloc,state_zone12_alloc,state_zone13_alloc,state_zone14_alloc,state_zone15_alloc,state_zone16_alloc,state_zone17_alloc,state_zone18_alloc,state_zone19_alloc,state_zone20_alloc,state_zone21_alloc,state_zone22_alloc,state_zone23_alloc,state_zone24_alloc,state_zone25_alloc,state_zone26_alloc,state_zone27_alloc,state_zone28_alloc,state_zone29_alloc,state_zone30_alloc,state_zone31_alloc,al_0_to_0,al_0_to_1,al_0_to_2,al_0_to_3,al_0_to_4,al_0_to_5,al_6_to_0,al_6_to_1,al_6_to_2,al_6_to_3,al_6_to_4,al_6_to_5,al_7_to_0,al_7_to_1,al_7_to_2,al_7_to_3,al_7_to_4,al_7_to_5,al_8_to_0,al_8_to_1,al_8_to_2,al_8_to_3,al_8_to_4,al_8_to_5,al_9_to_0,al_9_to_1,al_9_to_2,al_9_to_3,al_9_to_4,al_9_to_5,al_14_to_0,al_14_to_1,al_14_to_2,al_14_to_3,al_14_to_4,al_14_to_5,al_15_to_0,al_15_to_1,al_15_to_2,al_15_to_3,al_15_to_4,al_15_to_5,al_16_to_0,al_16_to_1,al_16_to_2,al_16_to_3,al_16_to_4,al_16_to_5,al_17_to_0,al_17_to_1,al_17_to_2,al_17_to_3,al_17_to_4,al_17_to_5,al_21_to_0,al_21_to_1,al_21_to_2,al_21_to_3,al_21_to_4,al_21_to_5,al_22_to_0,al_22_to_1,al_22_to_2,al_22_to_3,al_22_to_4,al_22_to_5,al_23_to_0,al_23_to_1,al_23_to_2,al_23_to_3,al_23_to_4,al_23_to_5,al_24_to_0,al_24_to_1,al_24_to_2,al_24_to_3,al_24_to_4,al_24_to_5,al_25_to_0,al_25_to_1,al_25_to_2,al_25_to_3,al_25_to_4,al_25_to_5,al_29_to_0,al_29_to_1,al_29_to_2,al_29_to_3,al_29_to_4,al_29_to_5,al_30_to_0,al_30_to_1,al_30_to_2,al_30_to_3,al_30_to_4,al_30_to_5,al_31_to_0,al_31_to_1,al_31_to_2,al_31_to_3,al_31_to_4,al_31_to_5
0,10,7000,1752,0.250285714,1743.533676,1609.5,2748.9,4665,132,47134.35674,48877.89041,50021.9,23.49486301,38,22.6946347,37,evac-only_sorted_2026shelterseek_0_10_trajectory.csv,0,0,0,0,0,single_dominant,shelter5=0.6,0.08,0.08,0.08,0.08,0.08,0.6,1,0.08,0.6,1000,1000,1000,1000,1000,2000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.568134286,0.74942,0.4341,0.27408,0.7224,0.50338,0.64678,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,0,0,0,0,0,146,0,0,0,0,70,0,0,0,0,0,0,372,0,0,0,0,0,315,0,0,0,0,0,105,537,0,0,0,0,0,0,0,0,398,0,83,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,82,490,0,0,0,0,381,0,0,14,110,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,588,0,0
0,11,7000,1334,0.190571429,1934.308846,1905.5,2882,4558,82,47069.51199,49003.82084,50190.7,23.09745127,30,22.27811094,30,evac-only_sorted_2026shelterseek_0_11_trajectory.csv,0,0,0,0,0,single_dominant,shelter0=0.7,0.7,0.06,0.06,0.06,0.06,0.06,1,0.06,0.7,2000,1000,1000,1000,1000,1000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.588338571,0.82192,0.4341,0.27408,0.70652,0.50338,0.55645,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,0,0,0,70,0,254,0,0,118,0,0,0,0,0,294,0,21,105,0,0,0,0,0,537,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,82,490,0,0,0,0,395,0,0,0,110,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,588,0,0
0,12,7000,1551,0.221571429,1594.551902,1450,2658,4677,59,47101.49774,48696.04965,49897,16.62991618,22,15.67311412,21,evac-only_sorted_2026shelterseek_0_12_trajectory.csv,0,0,0,0,0,single_dominant,shelter1=0.7,0.06,0.7,0.06,0.06,0.06,0.06,1,0.06,0.7,1000,2000,1000,1000,1000,1000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.56433,0.89442,0.51508,0.27408,0.70652,0.48868,0.55645,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,70,0,0,0,0,254,0,0,118,0,0,0,0,0,294,0,21,105,0,0,0,0,0,0,537,0,0,0,0,481,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,0,572,0,0,0,0,14,311,0,0,180,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,588,0,0
0,13,7000,1781,0.254428571,1826.948905,1736,2852,5343,109,47088.19483,48915.14374,50107,18.94329029,29,18.04042673,29,evac-only_sorted_2026shelterseek_0_13_trajectory.csv,0,0,0,0,0,single_dominant,shelter2=0.7,0.06,0.06,0.7,0.06,0.06,0.06,1,0.06,0.7,1000,1000,2000,1000,1000,1000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.562315714,0.89442,0.59606,0.34704,0.70652,0.48868,0.55645,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,70,0,0,0,0,254,0,0,118,0,0,0,0,0,294,0,21,105,0,0,0,0,0,0,537,0,0,0,0,481,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,0,82,490,0,0,0,14,311,0,0,180,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,0,814,0,0,0,0,0,0,588,0,0
0,14,7000,1710,0.244285714,1969.98655,1974,2879.1,4144,132,47069.06667,49039.05322,50099.2,22.76374269,31,22.0005848,30,evac-only_sorted_2026shelterseek_0_14_trajectory.csv,0,0,0,0,0,single_dominant,shelter3=0.7,0.06,0.06,0.06,0.7,0.06,0.06,1,0.06,0.7,1000,1000,1000,2000,1000,1000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.573411429,0.74942,0.4341,0.27408,0.748225,0.50338,0.55645,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,0,0,0,146,0,0,0,0,0,0,70,0,0,0,0,372,0,0,0,0,0,294,0,21,0,0,0,105,0,0,537,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,82,490,0,0,0,0,381,0,0,14,110,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,588,0,0
0,15,7000,1110,0.158571429,1900.032432,1790,2857.2,5093,68,47110.18108,49010.21351,50157,20.67747748,33,19.83153153,33,evac-only_sorted_2026shelterseek_0_15_trajectory.csv,0,0,0,0,0,single_dominant,shelter4=0.7,0.06,0.06,0.06,0.06,0.7,0.06,1,0.06,0.7,1000,1000,1000,1000,2000,1000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.572478571,0.8344,0.4341,0.27408,0.77016,0.56908,0.55645,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,0,0,0,70,0,0,0,0,372,0,0,0,0,0,277,17,21,105,0,0,0,0,0,537,0,0,0,0,0,130,0,0,351,0,0,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,82,490,0,0,0,0,0,0,0,0,505,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,0,588,0
0,16,7000,1301,0.185857143,2052.102998,2102,2921,5598,63,47094.34819,49146.45119,50256,22.57801691,34,21.76940815,33,evac-only_sorted_2026shelterseek_0_16_trajectory.csv,0,0,0,0,0,single_dominant,shelter5=0.7,0.06,0.06,0.06,0.06,0.06,0.7,1,0.06,0.7,1000,1000,1000,1000,1000,2000,1.747868097,0.119047619,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.568134286,0.74942,0.4341,0.27408,0.7224,0.50338,0.64678,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,0,0,0,0,0,146,0,0,0,0,70,0,0,0,0,0,0,372,0,0,0,0,0,315,0,0,0,0,0,105,537,0,0,0,0,0,0,0,0,398,0,83,0,0,0,0,421,0,0,0,0,0,0,287,0,0,177,0,0,0,82,490,0,0,0,0,381,0,0,14,110,0,0,0,0,0,399,0,0,0,0,0,0,692,0,0,519,0,0,0,0,510,304,0,0,0,0,0,0,588,0,0
0,17,7000,1169,0.167,1701.615056,1611,2676.6,4448,82,47146.60308,48848.21814,50140.6,24.48845167,45,23.72284003,44,evac-only_sorted_2026shelterseek_0_17_trajectory.csv,0,0,0,0,0,dual_dominant,"shelter0,1=0.35",0.35,0.35,0.075,0.075,0.075,0.075,1,0.075,0.35,2000,2000,750,750,750,750,1.673118363,0.238095238,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.596464286,0.874745,0.48383,0.22544,0.729386667,0.44744,0.541866667,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,70,0,0,0,0,372,0,0,0,0,0,315,0,0,0,0,0,105,0,0,0,0,0,0,537,0,0,0,0,481,0,0,0,0,0,0,0,0,0,351,70,0,0,0,287,0,0,0,0,177,0,0,0,0,572,0,0,0,0,444,61,0,0,0,0,0,0,0,0,399,0,0,0,0,12,0,680,0,0,519,0,0,0,0,760,54,0,0,0,137,0,0,451,0,0
0,18,7000,1158,0.165428571,1598.003454,1422.5,2673.6,4842,44,47105.26511,48703.26857,49953.2,18.67357513,31,17.6865285,30,evac-only_sorted_2026shelterseek_0_18_trajectory.csv,0,0,0,0,0,dual_dominant,"shelter0,2=0.35",0.35,0.075,0.35,0.075,0.075,0.075,1,0.075,0.35,2000,750,2000,750,750,750,1.673118363,0.238095238,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.595521429,0.874745,0.581413333,0.34704,0.729386667,0.44744,0.541866667,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,0,70,0,0,0,0,372,0,0,0,0,0,315,0,0,0,0,0,105,0,0,0,0,0,0,537,0,0,0,0,481,0,0,0,0,0,0,0,0,0,351,70,0,0,0,287,0,0,0,0,177,0,0,0,0,82,490,0,0,0,444,61,0,0,0,0,0,0,0,0,399,0,0,0,0,12,0,680,0,0,519,0,0,0,0,0,814,0,0,0,137,0,0,451,0,0
0,19,7000,1392,0.198857143,1863.293103,1870.5,2827.5,3512,122,47056.90302,48920.19612,50122.9,22.40014368,34,21.49497126,33,evac-only_sorted_2026shelterseek_0_19_trajectory.csv,0,0,0,0,0,dual_dominant,"shelter0,3=0.35",0.35,0.075,0.075,0.35,0.075,0.075,1,0.075,0.35,2000,750,750,2000,750,750,1.673118363,0.238095238,0.285714286,7000,411.7647059,209.3354155,814,70,7000,0.606294286,0.7724,0.39,0.22544,0.74785,0.44744,0.541866667,146,0,0,0,0,0,70,372,315,105,0,0,0,0,537,481,421,287,0,0,0,177,572,505,399,692,0,0,0,519,814,588,146,0,0,0,0,0,70,0,0,0,0,0,0,0,0,372,0,0,0,0,0,315,0,0,105,0,0,0,0,0,537,0,0,0,0,0,55,0,0,426,0,0,0,0,0,0,351,70,0,0,0,287,0,0,0,0,177,0,0,0,572,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,399,0,0,0,0,12,0,680,0,0,519,0,0,0,10,750,54,0,0,0,0,0,0,588,0,0
